INSTALL_YR,INSTALL_MO,OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,LAT,LON,point
2012,7,349,333 BUSH ST,Escape from New York Pizza,BUSH,SIDEWALK,1,2,{6E7F7552-E426-484F-9EEE-A45F1112BA0C},37.790587,-122.403044,POINT (-122.4030437940648 37.79058700098888)
2013,1,2009,917 BRYANT ST,Studio For Urban Projects,BRYANT,SIDEWALK,1,2,{BCA27A1F-19B6-4F37-8E91-0B74454B789C},37.773794,-122.404922,POINT (-122.40492179581179 37.77379400269527)
2017,1,3627,Belden Street,Belden Place,BUSH,SIDEWALK,2,4,{53BA20AF-644B-4FBB-A170-CFF3D1A953A5},37.790909,-122.403743,POINT (-122.40374250009671 37.7909092103009)
2002,0,2376,731 IRVING ST,Wells Fargo,IRVING,SIDEWALK,1,2,{6701B2C6-3D65-4EBD-A636-0F58D5A22365},37.763809,-122.465788,POINT (-122.46578778782744 37.76380900854721)
2010,0,379,1550 CHURCH ST,Incanto Restaurant,CHURCH,SIDEWALK,2,4,{FFCE7356-A5C5-42A6-82DE-038C1986A328},37.745938,-122.427188,POINT (-122.42718779556606 37.74593800649557)
2011,12,1714,2064 POWELL ST,Citizen Chain Cyclery,POWELL,ROADWAY,3,6,{67A22E0A-E9CD-4D3A-8D84-C88D2E791671},37.803818,-122.41124,POINT (-122.4112395911981 37.80381797017816)
2017,4,3263,166 Geary Street,Various,GEARY,SIDEWALK,2,4,{8A2376E6-A3A2-4469-8BE0-908E4C435FDE},37.787702,-122.406082,POINT (-122.40608186644302 37.787702351822894)
2016,8,3402,1244 9th ave,park smile orthodontics,09TH,SIDEWALK,1,2,{9FA7ED12-9339-44D5-A3B9-0759031D4711},37.765075,-122.466297,POINT (-122.46629652381579 37.765075159245264)
2005,0,288,1296 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,{E60D1099-50ED-43BA-9B8B-5B661580B02C},37.770594,-122.443357,POINT (-122.44335679085418 37.77059400570496)
2002,0,756,500 DE HARO ST,St. Gregory's,DE HARO,SIDEWALK,1,2,{23399DC5-8E65-4A04-B3E3-F662F5057B91},37.763346,-122.401762,POINT (-122.40176179811237 37.7633460029504)
2012,10,2511,3295 20TH ST,Kadist Art Foundation,20TH,SIDEWALK,1,2,{D9A76ABD-B79B-4CA6-8F65-26016A79A138},37.75874,-122.414355,POINT (-122.41435479668033 37.75874000480058)
2016,8,3588,380 Brannan ST,Kenwood Experiences,BRANNAN,SIDEWALK,1,2,{B294B0A6-5AC6-482B-A92D-707AA64BAEA1},37.780475,-122.393936,POINT (-122.39393560191186 37.7804746306265)
2013,6,2638,3000 20TH ST,Central Kitchen,20TH,ROADWAY,5,10,{A1A21FE5-7B97-4A08-B897-EE8B748A51CD},37.75932,-122.411269,POINT (-122.4112687969657 37.75932000436197)
2011,9,2925,456 CASTRO ST,Qbar,CASTRO,SIDEWALK,1,2,{FC3E4276-BEA1-47FF-8F2B-9B83A4ED6F57},37.761597,-122.435419,POINT (-122.43541879228383 37.761597005483885)
2016,10,3347,601 Balboa,Clean X-Press,BALBOA,SIDEWALK,1,2,{116E3017-A7AB-4005-93C4-1F3F24E77BAF},37.777115,-122.465096,POINT (-122.46509611867485 37.777115291681056)
2002,0,2929,2216 FILLMORE ST,Eileen Fisher,FILLMORE,SIDEWALK,1,2,{95160C11-B11D-4BA2-8C34-2854D5C9C08F},37.790101,-122.433789,POINT (-122.43378879008648 37.790101003665626)
2005,0,2563,1198 SOUTH VAN NESS AVE,US Post Office,S VAN NESS,SIDEWALK,3,6,{A7E8E4C1-B81C-480F-964C-657B411D135C},37.754084,-122.416768,POINT (-122.41676779616361 37.75408400532322)
2015,10,1052,3360 20TH ST,DIY Co,20TH,SIDEWALK,2,4,{64591EFC-80D9-42C2-9ED2-C2CDD1D58875},37.758884,-122.416033,POINT (-122.41603273272955 37.758883788146086)
2010,0,158,298 DIVISADERO ST,The Page Bar,DIVISADERO,SIDEWALK,1,2,{0D594EA8-C8B2-4A94-9547-7E84512B2444},37.772099,-122.437,POINT (-122.43699979097923 37.772099005979136)
2017,5,3264,465 Missouri Street,Daniel Webster Elementary School,MISSOURI,SIDEWALK,2,4,{1C2666EB-584E-4F05-ABF2-8806655381E1},37.760485,-122.396241,POINT (-122.39624082671207 37.760484811270196)
0,0,2000,2840 MARIPOSA ST,Theater of Yugen,MARIPOSA,SIDEWALK,1,2,{F24A4ECF-7701-4E10-8882-17E1CDCC7DF8},37.763578,-122.411738,POINT (-122.4117377963865 37.763578004107224)
2002,0,679,1077 VALENCIA ST,Valencia Cyclery,VALENCIA,SIDEWALK,1,2,{017E2622-4B94-4189-A6C5-D45F7FBE27C6},37.755771,-122.420616,POINT (-122.42061569517048 37.75577119535943)
2004,0,809,2400 HARRISON ST,American Grilled Cheese Kitchen,20TH,SIDEWALK,1,2,{E6216300-4A55-4AD9-9E72-8B5CDE8A324E},37.758889,-122.412733,POINT (-122.41273279592085 37.75888900389145)
2006,0,2611,385 GROVE ST,UNKNOWN,GROVE,SIDEWALK,1,2,{493A236A-05D5-4BE0-924D-08FD1691656E},37.777599,-122.422751,POINT (-122.42275079281046 37.777599003334025)
2016,8,3571,1700 Mission St,The Crafty Fox Ale House,MISSION,SIDEWALK,4,8,{701F8922-5C2D-4594-BD47-D82191C7218D},37.770113,-122.420105,POINT (-122.42010458642021 37.770112569511895)
0,0,2873,3555 19TH ST,Mission Playground,19TH,PARCEL,1,2,{9456FB5A-4FCC-4F63-AEE2-2D248FDD6D52},37.7593,-122.422374,POINT (-122.42237429472645 37.759299845453725)
2010,0,2483,3221 MISSION ST,Thai Idea,MISSION,SIDEWALK,1,2,{50AEF5D9-E50B-49DD-8142-22E64016B816},37.745077,-122.419774,POINT (-122.41977379628165 37.74507700608755)
2015,1,877,78 01ST ST,Solmentum,01ST,SIDEWALK,1,2,{96F40EC1-6D95-41B4-8B36-35035BDCAC0B},37.78992,-122.398084,POINT (-122.39808429415976 37.789919600642364)
2015,1,1770,800 PRESIDIO AVE,Booker T. Washington Community Service Center,PRESIDIO,SIDEWALK,2,4,{D354EE96-166C-4BB0-B947-438014B7FC78},37.784277,-122.445878,POINT (-122.44587848769666 37.784277005088775)
2013,1,645,880 HARRISON ST,Project 880,HARRISON,SIDEWALK,2,4,{0328B55F-62CC-4F0E-A9CA-94CC3D8FAA8B},37.779608,-122.401669,POINT (-122.40166879661567 37.77960800134128)
2000,0,553,501 DOLORES ST,Dolores Park Cafe,DOLORES,SIDEWALK,2,4,{98C80FD0-68C6-42E6-93C2-26C27206B763},37.761315,-122.425698,POINT (-122.42569779400601 37.761315006051)
2002,0,1256,100 CHENERY ST,Chenery Market,CHENERY,SIDEWALK,1,2,{5F842841-065D-48AC-BA22-933134D1A3DC},37.739673,-122.425806,POINT (-122.42580579699046 37.73967300710104)
2002,0,2849,498 HAYES ST,Octavia's Haze gallery,HAYES,SIDEWALK,1,2,{0195BADD-2732-4F76-905F-7A55F79809E0},37.776791,-122.424495,POINT (-122.42449479300215 37.77679100342685)
2002,0,1384,330 FELL ST,UNKNOWN,FELL,SIDEWALK,1,2,{F50B5737-33E2-40E1-9258-A33C2D800825},37.776062,-122.423356,POINT (-122.42335579288554 37.776062003830496)
2015,1,2151,388 HAYES ST,"Absinthe Private Dining Room and Shute, Mihaly & Weinberger",HAYES,SIDEWALK,1,2,{913E5EF9-B56D-4D3A-9803-7B3F868FB5E8},37.77696,-122.42255,POINT (-122.42255039370642 37.77696030330033)
2014,7,225,3625 BALBOA ST,Hockey Haven,BALBOA,SIDEWALK,1,2,{FC6BCD80-E541-40D8-B86E-B23F9225BD96},37.77544,-122.497788,POINT (-122.49778818098065 37.77543962966434)
2006,0,869,4141 18TH ST,Does Your Mother Know,18TH,SIDEWALK,1,2,{6268A93F-D809-404B-A0EE-91C6499B2E1C},37.760637,-122.435894,POINT (-122.43589379174786 37.760637005898275)
2012,9,1956,1398 MISSION ST,Cumaica Coffee,MISSION,SIDEWALK,1,2,{375DA38D-D1E6-4B18-AFC8-CB899B92779D},37.775857,-122.415943,POINT (-122.41594279346043 37.77585700336798)
0,0,1363,399 GROVE ST,Boxing Room,GROVE,SIDEWALK,1,2,{E8679B7D-A1B8-4454-B42A-7D07F6668F76},37.777599,-122.422751,POINT (-122.42275079281046 37.777599003334025)
2003,0,466,680 02ND ST,Beach Blanket Babylon,02ND,SIDEWALK,1,2,{D198B65B-7883-4820-A147-FD733B9C08EB},37.780692,-122.391219,POINT (-122.39121879671411 37.78069200129938)
2015,1,1849,360 GROVE ST,Performing Arts Garage,GROVE,GARAGE,12,24,{4B0D21BC-FF4A-47A8-BE19-251897EAE204},37.777959,-122.422517,POINT (-122.42251689280062 37.777959153529466)
2011,9,3033,4094 18TH ST,Starbucks,18TH,SIDEWALK,1,2,{E03027CE-C1EE-4820-AA74-A3CA828BC57F},37.76109,-122.434688,POINT (-122.43468779325126 37.76109000666259)
2006,0,2908,4023 18TH ST,Philz Coffee,18TH,SIDEWALK,1,2,{3F3FE069-C613-4384-91C8-E4156F744C46},37.76076,-122.433282,POINT (-122.43328179335714 37.760760005727285)
0,0,67,156 02ND ST,multiple,02ND,SIDEWALK,1,2,{9143B933-830C-4967-8F15-00877356B116},37.787094,-122.399088,POINT (-122.39908789543443 37.78709391127923)
2013,4,2456,301 FELL ST,Live Fit Gym,FELL,SIDEWALK,2,4,{7FB3C78F-615E-4EB6-A980-FB8DE64A52A5},37.775789,-122.422963,POINT (-122.42296279244032 37.775789004361854)
2003,0,1602,2801 MISSION ST,McDonalds,24TH,SIDEWALK,1,2,{FBD73D06-F93E-4918-B67F-E94571EA2975},37.752088,-122.418073,POINT (-122.4180724969375 37.75208757593509)
2004,0,2342,708 CLEMENT ST,Clement Street Bar & Grill,CLEMENT,SIDEWALK,1,2,{E34AA1EE-6316-4BAA-A171-7CF9AED53F1B},37.783049,-122.466828,POINT (-122.46682778545214 37.78304900629974)
2011,11,89,150 POST ST,H & M,POST,SIDEWALK,1,2,{26479EB7-7442-49C6-B7E7-78470C0E2C15},37.789064,-122.4046,POINT (-122.40459979383786 37.789064001598135)
2002,0,2649,2794 CALIFORNIA ST,Cal-Divis Marketplace,CALIFORNIA,SIDEWALK,1,2,{B678FC63-17DD-425D-BC41-384267F4CC6A},37.788337,-122.440284,POINT (-122.44028378958961 37.78833700407414)
2013,6,2755,80 29TH ST,Rock Bar,29TH,SIDEWALK,1,2,{5790CA5D-3468-475F-8D3F-71D2F12A7806},37.744136,-122.422059,POINT (-122.42205899634668 37.74413627601667)
2010,9,2690,478 JACKSON ST,Hunt Antiques,JACKSON,SIDEWALK,2,4,{873CE360-00C5-4B4B-AA54-028BB33A6467},37.796604,-122.403168,POINT (-122.40316779375478 37.79660400032541)
2010,0,2136,4033 JUDAH ST,Trouble Coffee Company,JUDAH,SIDEWALK,2,4,{F464939A-B04D-460B-B260-85927986D0A3},37.760196,-122.505362,POINT (-122.50536178266493 37.760196010853164)
2010,0,922,663 UNION ST,AuburnCom Computer Store,UNION,SIDEWALK,2,4,{1936786C-33A2-4ED9-A808-0AC6A5D174B2},37.799995,-122.410408,POINT (-122.41040779207997 37.79999500086726)
2010,9,368,1735 OCEAN AVE,Ocean Avenue Books,OCEAN,SIDEWALK,1,2,{5617B8C8-361D-4E58-8FD4-2879CA311CC6},37.724566,-122.460768,POINT (-122.46076779417821 37.72456601098945)
2015,1,1289,1747 CHURCH ST,Cardio-Tone,CHURCH,SIDEWALK,2,4,{4895D39A-AB0A-4C75-8E6E-3D2FE62765A9},37.743041,-122.426314,POINT (-122.42631379626525 37.743041006723644)
2007,0,2081,110 BARTLETT ST,CCSF Mission,22ND; BARTLETT,PARCEL,10,20,{ED38A0B4-8319-4605-B21E-32D606573FDA},37.754842,-122.420291,POINT (-122.42029099598939 37.75484183515868)
2002,0,1325,1210 09TH AVE,T-Mobile,09TH,SIDEWALK,1,2,{481EA05C-719A-4035-9C84-2971FB0D2C16},37.765666,-122.466178,POINT (-122.46617778747164 37.76566600841988)
2010,0,2869,1007 TARAVAL ST,Bank of America,TARAVAL,SIDEWALK,1,2,{DDE4C00F-4E41-40BD-880B-5713E53ABC36},37.742738,-122.477071,POINT (-122.47707078921857 37.74273801045499)
2003,0,577,15 SUTTER ST,UNKNOWN,SUTTER,SIDEWALK,1,2,{E342E9C2-C082-4FCE-8D68-FB38AFA35A2F},37.790052,-122.40077,POINT (-122.40076979438096 37.79005200090237)
2016,8,3434,2605 Judah,Sunset strip coffee,JUDAH,SIDEWALK,2,4,{BAF04A6B-2F94-4255-9EF8-3F92A9DD4B1D},37.761062,-122.489922,POINT (-122.48992164043317 37.76106226275082)
2010,9,2836,3042 16TH ST,Mission Hiring Hall,16TH,SIDEWALK,2,4,{350FC6E5-6039-4DA4-A1F1-2B6306A55B6E},37.765227,-122.420663,POINT (-122.42066279406704 37.76522700387781)
2011,1,2943,816 DIAMOND ST,Kangaroos Play & Learn Activity Center,DIAMOND,SIDEWALK,1,2,{2EC2904F-7E43-4A3F-A643-313380604550},37.750843,-122.436538,POINT (-122.43653779322554 37.75084300634761)
2015,10,1233,564 04TH ST,Cockscomb Restaurant,04TH,SIDEWALK,2,4,{780602CD-A31A-4E29-9553-AC248DB6B8FD},37.778752,-122.397185,POINT (-122.39718461115872 37.77875181098373)
2013,4,1222,300 POST ST,Levi's,POST,SIDEWALK,2,4,{2E385981-1429-4B78-9AB3-8F46AB129A24},37.788775,-122.40708,POINT (-122.40707979423185 37.788775000907876)
2016,7,3614,942 Geneva Ave.,The Dark Horse Inn,GENEVA,SIDEWALK,1,2,{AFFB515D-7EE4-4022-87A0-09F2BBC463A1},37.715985,-122.440412,POINT (-122.44041188726811 37.715985153129395)
2017,5,3275,1398 Mission Street,Cumaica,MISSION,SIDEWALK,1,2,{701AF9EC-DC64-45C4-91A5-0933557336EE},37.775331,-122.415957,POINT (-122.4159565580926 37.775330730090126)
2002,0,818,2282 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,{6230A511-5412-4BEF-952F-BE214F6C3E61},37.764885,-122.432814,POINT (-122.4328137928782 37.764885006139565)
2012,8,2253,2601 40TH AVE,South Sunset Playground,VICENTE,SIDEWALK,1,2,{9EF4A648-9321-461A-8E6F-B2B3AB3ED7D6},37.737382,-122.498439,POINT (-122.49843878615869 37.737382012032555)
2015,1,668,1898 HYDE ST,Lemanski and Rockwell Architects,HYDE,SIDEWALK,2,4,{27E27410-EEF1-482D-9586-26C84492D3A6},37.798264,-122.418884,POINT (-122.41888359003745 37.798263901678126)
2012,7,1780,1890 BRYANT ST,Coffee Bar,MARIPOSA,SIDEWALK,2,4,{4A62CEED-1425-4977-A803-19B525A6BC77},37.763102,-122.411021,POINT (-122.41102079611733 37.763101913891624)
2010,0,2689,2415 19TH AVE,Seniore's Pizza,19TH,SIDEWALK,1,2,{36C43B0E-7F26-402B-B6F0-78037ECA18AB},37.742789,-122.475857,POINT (-122.47585688954213 37.742789070253835)
2010,10,810,508 HAYES ST,Lavish,HAYES,SIDEWALK,1,2,{B450F47F-624A-418F-9302-44E462240624},37.776811,-122.424899,POINT (-122.42489879252163 37.7768110031388)
2014,5,2247,1543 MISSION ST,Urban Flow Yoga Studio,MISSION,ROADWAY,9,18,{AC19251A-F2C1-47FC-B2BD-5F6AB53E9066},37.773476,-122.417703,POINT (-122.417702794707 37.77347600363067)
2002,0,2184,117 06TH ST,San Francisco HIV Prevention Project,06TH,SIDEWALK,1,2,{643CBC38-67CA-409A-858E-8EDBABC79E8D},37.780852,-122.408043,POINT (-122.40804279508568 37.78085200241613)
2011,12,2465,760 MARKET ST,Phelan Building,MARKET,SIDEWALK,1,2,{CC182AA2-84CD-4E66-97C9-4D69D5634D00},37.786454,-122.405533,POINT (-122.40553279526982 37.78645400136494)
2004,0,962,602 03RD ST,UNKNOWN,03RD,SIDEWALK,1,2,{C493A1DC-3DAC-4734-8757-D5C79E00A091},37.77982,-122.394343,POINT (-122.39434279702539 37.77981978120629)
2002,0,2131,3422 25TH ST,Luz de Luna,25TH,SIDEWALK,1,2,{8DAF6264-5662-43B1-BC0B-DF95B2465304},37.750791,-122.418636,POINT (-122.4186355958705 37.75079053476814)
2003,0,937,3122 16TH ST,Pork Store Cafe,16TH,SIDEWALK,1,2,{5FACDCA8-18E8-4E9F-A6D1-694625E23A56},37.76512,-122.422599,POINT (-122.42259879367046 37.765120004409205)
2014,12,2868,234 TOWNSEND ST,"Les Clos, Durso Deli",TOWNSEND,ROADWAY,5,10,{051B56C4-28BF-4AA8-84AF-C18D129C8173},37.77826,-122.393869,POINT (-122.39386879764503 37.77826000162095)
2015,7,175,851 HOWARD ST,Pacific Energy Center,HOWARD,SIDEWALK,2,4,{17DEDBB0-F04C-42DF-9408-F16AE6407C5B},37.782172,-122.403592,POINT (-122.40359159468017 37.782172401667964)
2016,11,3486,400 Balboa St,Cai's Framework,BALBOA,SIDEWALK,1,2,{39BBE9C8-126E-42F6-80CA-FEC80F9F0161},37.77735,-122.462978,POINT (-122.46297776103764 37.77734984609646)
2012,4,2596,251 RHODE ISLAND ST,Office Building and Gallery,RHODE ISLAND,SIDEWALK,2,4,{9AAD6C19-9AF9-4C8E-8BF0-39893FA89A03},37.766747,-122.402425,POINT (-122.40242479773813 37.76674700318893)
2004,0,1605,491 POTRERO AVE,UNKNOWN,POTRERO,SIDEWALK,1,2,{716F6C99-D638-4ECB-9F24-F14F8057838B},37.763353,-122.406954,POINT (-122.40695379700664 37.76335300325926)
2010,10,2981,1760 MARKET ST,Rebel Bar,MARKET,SIDEWALK,1,2,{8B40E14D-5015-4AB0-99EA-B475908363AE},37.772539,-122.423089,POINT (-122.42308879251982 37.77253900445824)
2010,0,2464,1166 GENEVA AVE,Broken Record Bar and Grill,GENEVA,SIDEWALK,1,2,{2EA2FE41-FD71-45B3-8496-034E133D3502},37.71426,-122.436988,POINT (-122.43698779772483 37.7142600103372)
2004,0,1478,468 CASTRO ST,A.G. Ferrari Foods,CASTRO,SIDEWALK,1,2,{11EB0279-0B87-4D1B-9662-0BD4BBBDEC4F},37.761394,-122.435399,POINT (-122.43539879284347 37.761394006858986)
2010,0,2824,3004 TARAVAL ST,Bike Nook,TARAVAL,SIDEWALK,1,2,{02EE402B-99ED-4835-BEB4-56C1E2BA3AB6},37.742251,-122.498412,POINT (-122.49841218557556 37.74225081184409)
2012,3,590,800 MASONIC AVE,Amiti's Deli Cafe,MASONIC,SIDEWALK,2,4,{B088987C-5650-4231-A742-EBE6160C7492},37.773842,-122.44582,POINT (-122.4458197892297 37.77384200624493)
2010,0,2919,3409 24TH ST,Papalote's Restaurant,24TH,SIDEWALK,1,2,{FF68A548-E0B7-4977-8BEC-38B8CC9C4DBF},37.751935,-122.42093,POINT (-122.42092979582175 37.751935005944404)
2004,0,1463,3901 18TH ST,Urban Bread,18TH,SIDEWALK,1,2,{FBA16961-F6A4-48BD-9933-61A91F5547B1},37.761013,-122.430772,POINT (-122.43077179369351 37.76101300619155)
2016,8,3532,3698 17th Street,Morning Due Café,17TH,SIDEWALK,2,4,{D67D891F-5982-4EDC-A7F7-C7E781F0EC25},37.762961,-122.428475,POINT (-122.42847521263096 37.762960806524184)
2016,11,3478,1700 Pierce Street,Doctors Office,PIERCE,SIDEWALK,1,2,{8AEB55F7-2A8A-459E-9CE7-E2B520B48164},37.785707,-122.436478,POINT (-122.43647756189239 37.785706690795124)
2003,0,2572,900 ALABAMA ST,Mullen & Mullen Sewing Contractor,ALABAMA,SIDEWALK,1,2,{54DC6CAC-D9AC-404D-BD86-25711E8D5448},37.757229,-122.411579,POINT (-122.41157869609685 37.75722866447329)
2005,0,1476,800 IRVING ST,Bank of America,09TH,SIDEWALK,1,2,{72DE612F-3C2A-454F-A171-D108216E2F7E},37.764273,-122.466535,POINT (-122.46653478805128 37.7642730083076)
2015,11,2855,2441 MISSION ST,Shambala Healing Arts Center,MISSION,SIDEWALK,0,3,{1A173E87-E98F-4407-A0C4-0B6762F73CFA},37.758009,-122.418907,POINT (-122.41890670815108 37.75800905440058)
2013,12,819,1199 VALENCIA ST,Beretta,VALENCIA,ROADWAY,4,8,{70890809-F80C-445A-899F-FD468457E2E6},37.753843,-122.42054,POINT (-122.42053979580159 37.75384300501672)
2017,5,3227,600 Divisidero St,Rare Device,DIVISADERO,SIDEWALK,1,2,{2C4CEF7C-87D3-4526-A1E9-4B4A8FF08E39},37.775002,-122.437706,POINT (-122.43770577038863 37.77500208803622)
2015,9,1311,1425 SANSOME ST,RJ's Market,SANSOME,SIDEWALK,1,2,{707CD60A-18CE-4082-8D34-B2A7980F157C},37.80333,-122.403294,POINT (-122.40329424281234 37.80332990859155)
2003,0,1171,2400 IRVING ST,Goodwill,IRVING,SIDEWALK,1,2,{1B32692D-D1ED-4473-9BCD-855A7DDC7A1B},37.763508,-122.483843,POINT (-122.48384278598553 37.76350801000347)
2011,8,1285,3804 17TH ST,Refried Cycles,17TH,SIDEWALK,1,2,{082A2838-A2DC-4C85-A5F3-34519D20057A},37.762943,-122.431024,POINT (-122.43102379234 37.76294300542337)
2011,1,1016,1745 FOLSOM ST,Rainbow Grocery,FOLSOM,ROADWAY,8,16,{9AF13945-D38A-4520-8B88-E7E55C75624C},37.769104,-122.415045,POINT (-122.4150447941748 37.769104003886994)
2013,7,655,1077 POST ST,Grass Roots,POST,SIDEWALK,1,2,{D23A9EE5-5486-4BC5-B775-EF894C508B12},37.786625,-122.4194,POINT (-122.41939979162701 37.786625002739044)
2013,4,2011,1001 SOUTH VAN NESS AVE,Limon Rotisserie,S VAN NESS,SIDEWALK,1,2,{6175AB28-687E-4890-AE59-DA5B59A41E24},37.757035,-122.416411,POINT (-122.41641079568534 37.75703500525923)
2010,11,1807,1739 OFARRELL ST,Jackson Hewitt Tax Service,OFARRELL,SIDEWALK,1,2,{73E185D1-166F-423E-8A3E-399C212E6156},37.78305,-122.43312,POINT (-122.43311998984629 37.78304962409356)
2004,0,741,112 12TH ST,warehouse,12TH,SIDEWALK,1,2,{DCC21419-C876-4FE5-95D7-0891FE4300B4},37.771869,-122.417859,POINT (-122.41785879457323 37.771869003827966)
2015,1,2312,1725 HAIGHT ST,Alembic,HAIGHT,SIDEWALK,1,2,{732E21ED-26F8-4AFE-8D5F-43649A1E9DE7},37.769336,-122.451177,POINT (-122.45117658960602 37.76933630667972)
0,0,1361,2798 MISSION ST,China Express,MISSION,SIDEWALK,1,2,{E2249012-3EA0-4C56-A181-FAC2E4A607D2},37.752394,-122.418791,POINT (-122.41879079647241 37.75239400592727)
2006,0,1903,1790 HAIGHT ST,The Citrus Club,HAIGHT,SIDEWALK,1,2,{872002C4-D21F-444A-8622-DA29D6C6F9D9},37.76964,-122.451615,POINT (-122.4516147894571 37.76964000651229)
2006,0,79,1269 09TH AVE,Kiki Japanese Restaurant,09TH,SIDEWALK,1,2,{FF63D891-620D-4523-BFD6-B252EA89D01A},37.764647,-122.466671,POINT (-122.46667078763483 37.764647007995244)
2005,0,1522,1625 OWENS ST,UCSF Mission Bay and Owens St Garage,OWENS,GARAGE CAGE,26,52,{F7EC39AC-2542-43A4-9B57-CF7BF58C6258},37.768275,-122.393937,POINT (-122.39393679835 37.76827500258742)
2004,0,1413,1303 VAN NESS AVE,UNKNOWN,VAN NESS,SIDEWALK,1,2,{2B3FDC10-F7A6-4940-BA08-4742BE65CFDC},37.787736,-122.422296,POINT (-122.4222957908389 37.787736003154265)
2006,0,362,242 CHURCH ST,Sparky's,CHURCH,SIDEWALK,1,2,{1E766079-0717-4716-B821-E1ADA9320B27},37.766623,-122.429128,POINT (-122.42912779266763 37.76662300528482)
2015,10,2293,720 MARKET ST,Mazarine Coffee LLC,MARKET,SIDEWALK,2,4,{97AC7BE9-6740-43C8-8594-61A46F68AD23},37.787339,-122.404015,POINT (-122.40401491832073 37.78733851954876)
2013,4,293,448 GROVE ST,Oxenrose Salon,GROVE,SIDEWALK,1,2,{3968132A-AA25-46FA-8012-90F73B2EDED0},37.77788,-122.424106,POINT (-122.42410579303916 37.777880003022204)
0,0,2435,600 MARKET ST,multiple,MARKET,SIDEWALK,2,4,{653A7053-E4AF-4470-A3D7-39540C0D16CC},37.788774,-122.402561,POINT (-122.4025613939609 37.7887737413427)
2012,10,599,398 DOLORES ST,Maxfield's House of Coffee,DOLORES,SIDEWALK,2,4,{73CF137E-160D-4092-9764-3486B39B3F27},37.76315,-122.426616,POINT (-122.42661579396997 37.76315000512017)
2004,0,1692,3915 24TH ST,Joshua Simon,24TH,SIDEWALK,1,2,{1A04C29A-EA45-490A-B287-8594F5BBBC92},37.751288,-122.430024,POINT (-122.43002379492016 37.75128800595019)
2013,1,2296,2001 POST ST,Hamilton Recreation Center,POST,SIDEWALK,2,4,{560C56B7-6517-4746-9D2E-B43395E4DCA9},37.784373,-122.436309,POINT (-122.43630929011366 37.78437328416011)
2010,0,2526,None,Ocean Beach,GREAT HWY,SIDEWALK,2,4,{FAA9B468-4EE3-47CF-B0A5-0C093BD90E36},37.752805,-122.509077,POINT (-122.50907678256253 37.752805011746666)
2011,4,1918,76 MOSS ST,Mission Rehearsal Studios,MOSS,SIDEWALK,1,2,{BA34D9C1-7682-4195-9B8C-DBEB20866936},37.777413,-122.407877,POINT (-122.40787679496881 37.777413002852775)
2009,0,169,15 LELAND AVE,G&K Grocery,LELAND,SIDEWALK,1,2,{2C23EBFB-623B-43BC-A4D6-8C9551171A6D},37.711173,-122.404271,POINT (-122.4042708028947 37.71117300756655)
2015,1,2292,2601 40TH AVE,South Sunset Playground,WAWONA; VICENTE,SIDEWALK,4,8,{C18FCCFA-38CC-4296-8114-C30AFB19D6FE},37.738249,-122.498025,POINT (-122.49802538580603 37.738249012423296)
2016,7,3522,3603 Sacramento St,Hutten Jewelers,SACRAMENTO,SIDEWALK,1,2,{E936294E-13B3-48FC-96AA-22573A7D3CF6},37.787474,-122.452013,POINT (-122.4520133056323 37.78747373131749)
2015,1,1299,2201 SUTTER ST,Iyengar Yoga Institute of San Francisco,SUTTER,SIDEWALK,2,4,{D011D7E6-356A-4B51-A027-7369B34FDE1B},37.785465,-122.436727,POINT (-122.43672678988999 37.78546500432824)
2012,7,1963,135 SUTTER ST,Crocker Galleria,SUTTER,SIDEWALK,1,2,{3AB065A2-8EA8-4E4A-A5F6-EDD76E769D1A},37.789526,-122.403028,POINT (-122.40302769375559 37.78952621156523)
2011,2,132,599 GUERRERO ST,Pay N Save store,GUERRERO,SIDEWALK,1,2,{5FB5DBDD-7A12-4ABC-8E3D-588E269F556C},37.761763,-122.423602,POINT (-122.4236017949866 37.76176300521723)
2015,10,1293,1050 HOWARD ST,Ritual Coffee Roasters,HOWARD,SIDEWALK,2,4,{3BA6B4A3-05A6-42FA-B034-34BE4027672A},37.778896,-122.40835,POINT (-122.40834957474718 37.778895891445686)
2013,1,2368,185 CLARA ST,startupHQ,CLARA,ROADWAY,5,10,{6E77236C-FFB6-4864-94C2-222EB0E67DF0},37.779608,-122.401669,POINT (-122.40166879661567 37.77960800134128)
2013,7,295,500 KIRKHAM ST,Roxie Market,KIRKHAM,SIDEWALK,1,2,{98EE7FB7-6BA8-41E5-8A7F-39B3A092633A},37.760472,-122.466344,POINT (-122.46634378893782 37.76047200784748)
0,0,253,3289 20TH ST,People's Gallery,20TH,SIDEWALK,1,2,{62B22273-7DD9-4E82-AD7B-E7AE3761824E},37.75874,-122.414355,POINT (-122.41435479668033 37.75874000480058)
2002,0,565,521 CLEMENT ST,Schubert's Bakery,CLEMENT,SIDEWALK,1,2,{917E5513-F508-4C15-87E8-0F3460B7D3C7},37.782671,-122.464926,POINT (-122.46492608597595 37.782671216688506)
